time,COKE_VM%,COKE_ASH%,COKE_IM%,COKE_FC%,COKE_MOIST%,COKE_CALC_MT,NUTCOKE_MOIST%,NUTCOKE_VM%,NUTCOKE_IM%,NUTCOKE_FC%,NUTCOKE_ASH%,NUTCOKE_CALC_MT,PCI_FC%,PCI_ASH%,PCI_VM%,PCI_IM%,PCI_CALC_MT,SINTER_COLD_STRENGTH_AI,SINTER_COLD_STRENGTH_TI,SINTER_HOT_STRENGTH_RI,SINTER_HOT_STRENGTH_RDI,SINTER_P%,SINTER_SIO2%,SINTER_MGO%,SINTER_FEO%,SINTER_AL2O3%,SINTER_NA2O%,SINTER_TIO2%,SINTER_FE(T)%,SINTER_CAO%,SINTER_K2O%,SINTER_BASICITY,SINTER_MNO%,SINTER_CALC_MT,FLUX_TM%,FLUX_SIO2%,FLUX_FE2O3%,FLUX_AL2O3%,FLUX_LOI%,FLUX_MGO%,FLUX_CAO%,FLUX_CALC_MT,ORE_FE(T)%,ORE_LOI%,ORE_TM%,ORE_MGO%,ORE_NA2O%,ORE_P%,ORE_TIO2%,ORE_AL2O3%,ORE_SIO2%,ORE_MNO%,ORE_CAO%,ORE_K2O%,ORE_CALC_MT,PELLET_PCT_SIO2,PELLET_PCT_AL2O3,PELLET_PCT_FE2O3,PELLET_PCT_MGO,PELLET_PCT_TIO2,PELLET_PCT_NA2O,TOTAL_PELLET_CALC_MT,PELLET_PCT_K2O,PELLET_PCT_TM,PELLET_PCT_LOI,PELLET_PCT_MNO,PELLET_PCT_CAO,PELLET_PCT_P,CHARGES/HRS.,STOCKRODLEVEL,CHEM_PCT_C,CHEM_PCT_CR,CHEM_PCT_FE,CHEM_PCT_MN,CHEM_PCT_P,CHEM_PCT_S,CHEM_PCT_SI,CHEM_PCT_TI,SLAG_BASICITY,SLAG_PCT_AL2O3,SLAG_PCT_CAO,SLAG_PCT_FEO,SLAG_PCT_K2O,SLAG_PCT_MGO,SLAG_PCT_MNO,SLAG_PCT_NA2O,SLAG_PCT_S,SLAG_PCT_SIO2,SLAG_PCT_TIO2,SLAG_T_BASICITY,HMT_GT_1480C,COKE_DISCHARGE_TIME,WEIGHTED_COKE_ANGLE,TOTAL_COKE_PORTIONS,NON_COKE_DISCHARGE_TIME,WEIGHTED_NON_COKE_ANGLE,TOTAL_NON_COKE_PORTIONS,FTG_UPTAKE_TEMP_A,FTG_UPTAKE_TEMP_B,FTG_UPTAKE_TEMP_C,FTG_UPTAKE_TEMP_D,FTG_UPTAKE_TEMP_AVG,BOSH_TEMP_A,BOSH_TEMP_C,BOSH_TEMP_D,BELLY_TEMP_A,BELLY_TEMP_C,BELLY_TEMP_D,LOWER_STACK_TEMP_A,LOWER_STACK_TEMP_B,LOWER_STACK_TEMP_C,LOWER_STACK_TEMP_D,PCI_KG/THM,ACT. FUEL RATEKG/THM.,FURNACETOPGASANALYSISCO2ETACO,COKE RATE KG/THM,PRODUCTIONTONNESPERHR,HOT BLAST PRESSUREBAR,TOPPRESSUREBAR,DIFFERENTIAL PRESSURETOTALBAR,HOT BLAST TEMP.OC,OXYGENFLOWNM3/HR.,STEAMKGS/HR.,RAFTOC,PERMEABILITYKGS/HR.,TUYEREVELOCITYM/S,HOT BLAST VOLUMENM3/HR.,O2 ENRICHMENT %,FURNACE TOP GAS ANALYSISCO2%,BOTTOMBAR,FURNACE TOP GAS ANALYSISONLINE (ANALYZER)CO%,FURNACE TOP GAS ANALYSISH2%,UNITCOST LAKHS/THM
2025-11-29 02:00:00,0.944812931,11.90688703,0.410374137,87.14830004,4.78605158,13.765,6.35,1.035,0.42,87.37,11.595,5.822,71.15,11.32,16.27,1.26,14.24149484,5.2,79.08777778,67.24,31.53,0.043,6.06,2.18,9.4,2.31,0.027,0.14,53.96,11.46,0.064,1.891089109,0.16,95.724,0.1,96.51,0.68,0.86,1.22,0.0,0.0,1.304,58.92539633,3.993795057,3.636062272,0.04,0.020318031,0.06171793,0.456828123,3.934320423,6.832252109,0.091803114,0.084098443,0.034773782,47.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.252830607,4.382985075,0.013226866,94.94202687,0.124328358,0.102835821,0.041567164,0.348059701,0.044970149,1.005769643,17.77925373,36.16925373,0.47761194,0.494328358,7.118955224,0.208656716,0.194328358,0.278656716,35.96567164,1.190298507,1.203736207,1464.597015,83.0,24.27272727,11.0,75.0,25.2,10.0,196.4463889,178.2730556,180.5927778,227.4241667,195.6840972,38.15367120769022,53.76149475426979,74.33394154998803,90.4323505710182,61.28018884478581,54.16370372556847,66.06962084360491,50.25365802408023,45.31826865465358,43.62102704583423,170.3935731,544.9861111,42.5823445,315.0,83.58,2.748038769,1.301432292,1.45945039850581,1139.975278,3895.291231,0.0,2195.541722,1241.857511,204.5341547,107551.9453,2.972916956,17.470316888888902,1.246691693,24.668837333333315,2.947989008,101.32714843575
2025-11-29 03:00:00,0.94481686,11.90642733,0.410366279,87.14875581,4.784244186,13.76,6.35,1.035,0.42,87.37,11.595,5.737,71.15,11.32,16.27,1.26,15.07096085,5.2,79.08777778,67.24,31.53,0.043,6.06,2.18,9.4,2.31,0.027,0.14,53.96,11.46,0.064,1.891089109,0.16,95.069,0.1,96.51,0.68,0.86,1.22,0.0,0.0,1.257,58.88535464,4.010867627,3.642918726,0.04,0.020321459,0.06193048,0.459704405,3.949781726,6.853404269,0.092145936,0.083927032,0.034749784,47.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.347395257,4.368241758,0.013391209,94.8965978,0.12021978,0.10489011,0.041824176,0.406373626,0.048461538,0.995714677,17.71,36.10549451,0.428681319,0.488901099,7.078241758,0.19978022,0.18978022,0.26978022,36.26087912,1.158461538,1.190917992,1462.197802,83.0,24.27272727,11.0,75.0,25.2,10.0,212.9580556,177.2069444,181.7652778,231.3847222,200.82875,37.12790228356616,54.8361077093218,72.8161693203364,92.29844660229256,66.66601440732342,50.692521895949504,70.23836367387747,56.02742271477325,45.17744048113305,42.25635853977239,168.7915169,545.0,42.4053315,315.0,89.28743056,2.792707456,1.342476247,1.4934466562200204,1155.211667,3892.138844,0.0,2186.855042,1252.454428,206.6241886,108818.5117,2.93610355,17.470316888888902,1.253095974,24.668837333333315,3.084121017,101.11487598925001
2025-11-29 04:00:00,0.944924328,11.89385366,0.410151345,87.16122201,4.734809256,15.99,6.35,1.035,0.42,87.37,11.595,6.663,71.15,11.32,16.27,1.26,14.63427038,5.2,79.08777778,67.24,31.53,0.043,6.06,2.18,9.4,2.31,0.027,0.14,53.96,11.46,0.064,1.891089109,0.16,111.005,0.1,96.51,0.68,0.86,1.22,0.0,0.0,1.469,59.13188909,3.905752768,3.600703923,0.04,0.020300352,0.060621822,0.441995296,3.854587347,6.723171603,0.090035196,0.084982402,0.034897536,58.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.30378779,4.315494505,0.013127473,94.74653187,0.126813187,0.101593407,0.036549451,0.597582418,0.062307692,0.99953225,17.71,36.27032967,0.389120879,0.455934066,7.025494505,0.193186813,0.183186813,0.263186813,36.28725275,1.112307692,1.193140611,1468.131868,83.0,24.27272727,11.0,75.0,25.2,10.0,207.4475,183.7936111,191.6863889,234.6497222,204.3943056,37.86279494559619,56.33507559143278,75.82280929476477,90.61657750367215,61.950285551256684,52.35426232278979,65.94170719288346,46.63355953993456,43.71851370976722,42.29462477995018,172.4975206,541.6666667,42.29211169,315.0,84.83756944,2.83906405,1.348160836,1.4786943218032156,1139.944722,3862.687642,0.0,2184.912403,1216.008292,201.6858819,108652.3706,2.91797395,17.470316888888902,1.288052094,24.668837333333315,2.987115822,101.6059214795
2025-11-29 05:00:00,0.944529663,11.9400294,0.410940673,87.11544094,4.91635489,7.484,6.35,1.035,0.42,87.37,11.595,3.734,71.15,11.32,16.27,1.26,13.29720071,5.2,79.08777778,67.24,31.53,0.043,6.06,2.18,9.4,2.31,0.027,0.14,53.96,11.46,0.064,1.891089109,0.16,63.91,0.1,96.51,0.68,0.86,1.22,0.0,0.0,0.722,59.07075769,3.931817357,3.611171629,0.04,0.020305586,0.060946321,0.446386498,3.878192024,6.755464476,0.090558581,0.084720709,0.034860899,33.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.267080158,4.287304348,0.013269565,94.66726087,0.13,0.098652174,0.035617391,0.698086957,0.069808696,0.994565234,17.65878261,36.24217391,0.367304348,0.448086957,7.013478261,0.192695652,0.18,0.254608696,36.44286957,1.095391304,1.187020611,1470.730435,83.0,24.27272727,11.0,75.0,25.2,10.0,182.5905556,160.1,172.8136111,211.7902778,181.8236111,42.98358686183332,56.43758944479801,73.90845269106362,92.29872844614684,73.223116895293,56.27550487826133,71.99979136556124,69.80047254604115,51.121834242891154,44.09122686873619,148.9257853,532.5277778,42.98908194,315.0,89.28743056,2.838662192,1.347934744,1.4602124946525272,1144.724444,3900.664897,0.0,2229.182022,1213.858831,201.6747475,108189.9603,2.956119053,17.470316888888902,1.283229568,24.668837333333315,2.781981375,98.48266655225001
2025-11-29 06:00:00,0.95,11.3,0.4,87.75,2.4,16.828,6.35,1.035,0.42,87.37,11.595,6.933,71.15,11.32,16.27,1.26,12.22287999,5.2,79.08777778,67.24,31.53,0.043,6.06,2.18,9.4,2.31,0.027,0.14,53.96,11.46,0.064,1.891089109,0.16,114.346,0.1,96.51,0.68,0.86,1.22,0.0,0.0,1.427,59.03898649,3.945363638,3.616611903,0.04,0.020308306,0.061114969,0.448668693,3.890459841,6.77224772,0.090830595,0.084584702,0.034841858,56.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.313095867,4.282086957,0.013791304,94.65421739,0.13,0.096043478,0.038747826,0.71373913,0.071373913,0.981380378,17.55965217,36.03347826,0.362086957,0.46373913,7.039565217,0.197913043,0.18,0.244173913,36.7193913,1.105826087,1.173096227,1470.208696,83.0,24.27272727,11.0,75.0,25.2,10.0,221.1160494,195.4065844,199.3485597,243.1283951,214.7498971,39.043675627481065,56.6455776251331,71.67383582146894,90.02089391229788,67.40770551425055,47.58257696709703,67.93580833039351,45.66078280203634,42.632962314170655,37.857872666675355,143.0529192,521.6460905,43.08381128,315.0,85.44306584,2.709815737,1.305262605,1.4132145079953902,1126.131276,3533.561276,0.0,2212.630021,1196.472613,191.0651671,100598.5891,2.861165288,17.470316888888902,1.2234367,24.668837333333315,2.694889761,97.704511794
2025-11-29 07:00:00,0.95,11.3,0.4,87.75,2.4,15.848,6.35,1.035,0.42,87.37,11.595,6.771,71.15,11.32,16.27,1.26,11.34917777,5.2,79.08777778,67.24,31.53,0.043,6.06,2.18,9.4,2.31,0.027,0.14,53.96,11.46,0.064,1.891089109,0.16,111.574,0.1,96.51,0.68,0.86,1.22,0.0,0.0,0.89,58.97768779,3.971499553,3.627108254,0.04,0.020313554,0.061440356,0.453071913,3.914129114,6.804628965,0.091355413,0.084322294,0.034805121,57.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.220053726,4.240727273,0.013345455,94.77663636,0.123454545,0.098272727,0.047527273,0.638181818,0.061854545,0.961789663,17.47745455,35.68818182,0.399272727,0.479818182,7.000909091,0.203272727,0.183272727,0.233454545,37.11472727,1.126363636,1.150461865,1466.727273,83.0,24.27272727,11.0,75.0,25.2,10.0,144.5655738,134.8487705,143.6663934,173.8319672,149.2281762,53.89849951124606,53.16970450413646,72.4362634002463,90.37723939232441,77.52166709319772,74.90858525434183,73.79404354130585,99.4571746765608,66.07666670369156,50.39316180009335,159.8021906,516.5983607,43.67341279,315.0,71.02016393,2.733764197,1.326797119,1.3644825708077908,1132.297951,3684.037898,0.0,2259.345574,1226.411389,195.9789758,103305.8219,2.927437295,17.470316888888902,1.233521079,24.668837333333315,2.523918947,99.9237902545
2025-11-29 08:00:00,0.93,11.42,0.43,87.65,2.5,13.656,6.95,1.02,0.45,87.48,11.5,5.802,71.19,11.22,16.37,1.22,11.29500638,5.2,79.08777778,67.24,31.53,0.041,6.2,2.15,8.91,2.44,0.033,0.15,54.3,11.09,0.069,1.788709677,0.15,94.689,0.1,96.93,0.87,0.49,1.32,0.0,0.0,0.572,59.13190551,3.86164417,3.286257898,0.063638713,0.033547099,0.081221281,0.446044371,4.551695864,5.766476163,0.095445146,0.063638713,0.022045807,48.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.289562848,4.175272727,0.012254545,94.98936364,0.112545455,0.103727273,0.060072727,0.501818182,0.044945455,0.937928376,17.40654545,35.25181818,0.464727273,0.496181818,6.919090909,0.208727273,0.188727273,0.222545455,37.58927273,1.153636364,1.122020852,1461.272727,83.0,24.27272727,11.0,75.0,25.2,10.0,158.2036111,149.6019444,164.0027778,199.5461111,167.8386111,47.31565352078462,54.141672209080454,70.84956503226283,92.23250794551282,77.03855374231472,61.520341236817316,72.53515713960596,77.81271098910462,55.295543754262965,45.12474350185621,130.168354,530.8055556,42.85129711,315.0,86.77229167,2.779332967,1.348128242,1.3846349035238519,1155.447222,4003.792619,0.0,2295.743281,1214.117078,198.4788778,104027.8564,3.156833128,17.470316888888902,1.245864646,24.668837333333315,2.462770058,95.997306905
2025-11-29 09:00:00,0.929381786,11.4124086,0.429714159,87.59173499,2.498338134,13.539,6.95,1.02,0.45,87.48,11.5,5.784,71.19,11.22,16.37,1.22,13.19784424,5.2,79.08777778,67.24,31.53,0.041,6.2,2.15,8.91,2.44,0.033,0.15,54.3,11.09,0.069,1.788709677,0.15,94.292,0.1,96.93,0.87,0.49,1.32,0.0,0.0,0.541,59.03396122,3.90407348,3.293395539,0.063480099,0.033436069,0.081625747,0.452254119,4.590635661,5.820246392,0.096079603,0.063480099,0.022022015,48.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.354115662,4.143052632,0.012726316,94.92617895,0.119684211,0.105,0.055252632,0.586210526,0.051894737,0.938493899,17.436,35.24442105,0.455789474,0.492736842,6.943578947,0.207578947,0.185157895,0.224842105,37.55715789,1.147894737,1.123396577,1463.873684,83.0,24.27272727,11.0,75.0,25.2,10.0,190.8416667,156.225,179.3508333,221.0627778,186.8700694,37.525081470131425,54.52452632142931,66.00388745511444,94.16630666714269,75.05024338431144,54.28762350932103,74.30472799658772,72.73403950037614,51.66319424417357,40.59934788337171,145.7490114,528.2777778,42.73071886,315.0,90.55186111,2.785654539,1.348335594,1.449592115994381,1144.190278,4003.351261,0.0,2229.278339,1213.050753,197.3518147,104502.1175,3.145497317,17.470316888888902,1.248497703,24.668837333333315,2.771058361,98.06174401050001
2025-11-29 10:00:00,0.93,11.42,0.43,87.65,2.5,13.591,6.95,1.02,0.45,87.48,11.5,5.529,71.19,11.22,16.37,1.22,12.89058878,5.2,79.08777778,67.24,31.53,0.041,6.2,2.15,8.91,2.44,0.033,0.15,54.3,11.09,0.069,1.788709677,0.15,95.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.92771282,3.950100114,3.301138337,0.063308037,0.033315626,0.082064506,0.458990353,4.632876927,5.878575471,0.096767852,0.063308037,0.021996206,46.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.229626595,4.120947368,0.013673684,94.77902105,0.132315789,0.105,0.045147368,0.737789474,0.066105263,0.946493668,17.496,35.36757895,0.424210526,0.483263158,7.000421053,0.204421053,0.178842105,0.231157895,37.37084211,1.132105263,1.133846961,1468.926316,83.0,24.27272727,11.0,75.0,25.2,10.0,187.1180556,166.9908333,191.8588889,225.2797222,192.811875,40.41161941403732,56.46072483824206,70.75205719102729,92.05985784328325,69.91186017508937,56.9261368848998,68.9314828936772,60.34178768222576,49.456282080348416,41.24702869539553,151.7265019,531.4194444,42.3910685,315.0,84.959375,2.783371872,1.348181308,1.4255647176879125,1146.225556,4002.243753,0.0,2241.129372,1218.799489,198.12951,104609.7753,3.141132892,17.470316888888902,1.247787941,24.668837333333315,2.8111175,98.85376150175
2025-11-29 11:00:00,0.93,11.42,0.43,87.65,2.5,13.608,6.95,1.02,0.45,87.48,11.5,5.526,71.19,11.22,16.37,1.22,13.25098036,5.2,79.08777778,67.24,31.53,0.041,6.2,2.15,8.91,2.44,0.033,0.15,54.3,11.09,0.069,1.788709677,0.15,92.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.13507509,3.860271114,3.286026916,0.063643846,0.033550692,0.081208192,0.445843417,4.550435732,5.764736103,0.095424615,0.063643846,0.022046577,51.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.293516408,4.098842105,0.014621053,94.63186316,0.144947368,0.105,0.035042105,0.889368421,0.080315789,0.954493437,17.556,35.49073684,0.392631579,0.473789474,7.057263158,0.201263158,0.172526316,0.237473684,37.18452632,1.116315789,1.144297346,1473.978947,83.0,24.27272727,11.0,75.0,25.2,10.0,192.3941667,184.5186111,195.3738889,222.9141667,198.8002083,43.35319458349565,58.31771010640699,75.80878578795762,89.76638882638558,67.65033309849474,50.385114200694936,67.11028082673764,47.46928346909367,43.363526808795214,39.399286640734516,148.1953558,540.0,41.90446369,315.0,89.415625,2.75922705,1.348215072,1.4106483458384043,1166.711944,4002.044303,0.0,2247.648194,1236.804069,201.80469,104496.3089,3.149920036,17.470316888888902,1.22647799,24.668837333333315,2.995185469,98.38588464349999
2025-11-29 12:00:00,0.93,11.42,0.43,87.65,2.5,13.692,6.95,1.02,0.45,87.48,11.5,6.211,71.19,11.22,16.37,1.22,13.46172337,5.2,79.08777778,67.24,31.53,0.041,6.2,2.15,8.91,2.44,0.033,0.15,54.3,11.09,0.069,1.788709677,0.15,95.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.31309152,3.783154688,3.27305406,0.063932132,0.033752492,0.080473063,0.434557032,4.479661592,5.667007249,0.094271472,0.063932132,0.02208982,53.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.33261478,4.099818182,0.015,94.61914545,0.146727273,0.109581818,0.031981818,0.894363636,0.083381818,0.971087,17.67490909,35.73636364,0.386545455,0.453636364,7.106181818,0.196727273,0.17,0.256363636,36.80890909,1.093636364,1.164181881,1476.0,83.0,24.27272727,11.0,75.0,25.2,10.0,194.695,166.5061111,175.6063889,209.41,186.554375,42.02029863441933,54.232740626095286,69.76754505493781,91.9497124378453,71.61991114530065,55.9393842813347,73.04880755092606,69.55032647735231,50.93490545574238,41.30214500014803,158.1557519,536.0138889,42.79321511,315.0,85.116875,2.806849572,1.34798655,1.4228095730306292,1145.184444,4001.015794,0.0,2220.698308,1184.343611,194.42926,103526.275,3.180509425,17.470316888888902,1.259544522,24.668837333333315,3.011453506,99.70563712675
2025-11-29 13:00:00,0.841492527,10.33316629,0.38907719,79.30840855,2.262076684,13.849,6.95,1.02,0.45,87.48,11.5,6.174,71.19,11.22,16.37,1.22,12.98414875,5.2,79.08777778,67.24,31.53,0.041,6.2,2.15,8.91,2.44,0.033,0.15,54.3,11.09,0.069,1.788709677,0.15,95.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.27751057,3.798568296,3.275647003,0.063874511,0.033712158,0.080619997,0.436812893,4.493807539,5.686540756,0.094501956,0.063874511,0.022081177,50.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.336003649,4.116181818,0.015,94.69605455,0.141272727,0.117218182,0.033618182,0.801636364,0.079018182,0.993409759,17.83309091,36.06363636,0.397454545,0.426363636,7.149818182,0.191272727,0.17,0.283636364,36.30709091,1.066363636,1.190355852,1476.0,83.0,24.27272727,11.0,75.0,25.2,10.0,183.8344444,161.9816667,172.1597222,198.7069444,179.1706944,47.31492727583819,55.44501353161703,71.36518586263333,91.4482389288434,75.44793761902753,59.19986030698731,73.86462803484581,75.84599035660025,53.63118225421222,42.33615884986456,154.3526956,533.1833333,42.37955897,315.0,84.12,2.776258672,1.348066128,1.3949043026372014,1164.537778,3999.949919,0.0,2250.419725,1204.163581,197.7886039,102875.1786,3.197631967,17.470316888888902,1.231757896,24.668837333333315,2.926263506,99.201732167
2025-11-29 14:00:00,0.437351935,5.370493648,0.202216486,41.21924416,1.175677243,17.239,6.95,1.02,0.45,87.48,11.5,7.151,71.19,11.22,16.37,1.22,12.40783114,5.2,79.08777778,67.24,31.53,0.041,6.2,2.15,8.91,2.44,0.033,0.15,54.3,11.09,0.069,1.788709677,0.15,112.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.12666876,3.863912724,3.286639524,0.063630233,0.033541163,0.081242906,0.446376386,4.553777846,5.769351078,0.095479069,0.063630233,0.022044535,55.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.351519129,4.192833333,0.014616667,94.71936667,0.136166667,0.116316667,0.035916667,0.711,0.073783333,1.002789628,18.02716667,36.13616667,0.392333333,0.412333333,7.140833333,0.193833333,0.166166667,0.293833333,36.03666667,1.0945,1.200946422,1473.316667,83.0,24.27272727,11.0,75.0,25.2,10.0,214.7158333,209.9547222,220.4477778,242.9530556,222.0178472,43.94687988404371,58.534123242665046,78.35348547435376,88.08841300749668,59.11341367345477,52.87879641815574,60.46895303638358,26.059874221742486,38.540203651164916,38.56176297611514,158.3122322,528.3888889,42.26470836,315.0,78.37569444,2.772075031,1.348143261,1.3730982097015554,1147.1075,4002.540653,0.0,2253.261275,1201.240206,194.5878253,102474.5561,3.217387753,17.470316888888902,1.229369147,24.668837333333315,2.7871335,99.7263707665
2025-11-29 15:00:00,0.436599182,5.36125017,0.201868439,41.14829925,1.173653715,14.67,6.95,1.02,0.45,87.48,11.5,6.221,71.19,11.22,16.37,1.22,13.41722654,5.2,79.08777778,67.24,31.53,0.041,6.2,2.15,8.91,2.44,0.033,0.15,54.3,11.09,0.069,1.788709677,0.15,97.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,59.23576833,3.816650967,3.278688948,0.063806912,0.033664839,0.080792374,0.439459384,4.510403037,5.709456739,0.094772351,0.063806912,0.022071037,46.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.279996355,4.287833333,0.014116667,94.72636667,0.131166667,0.112816667,0.038416667,0.621,0.068283333,1.008230357,18.23216667,36.13116667,0.382333333,0.402333333,7.115833333,0.198833333,0.161166667,0.298833333,35.83666667,1.1395,1.206794218,1469.816667,83.0,24.27272727,11.0,75.0,25.2,10.0,185.45,150.0175,164.3133333,197.7011111,174.3704861,47.10774317660048,56.34822189259784,72.71777514640604,93.8941964235972,80.28576015428303,60.48237441598044,77.16124775896499,86.1486279110047,56.19896467506784,45.188825651686614,151.4383394,524.1722222,41.9962865,310.5277778,88.59861111,2.828771942,1.348369953,1.4584261827501606,1155.303611,3996.632372,0.0,2241.201464,1222.945175,203.9852294,108324.6831,3.036495986,17.470316888888902,1.285697889,24.668837333333315,2.872323497,97.6975244205
2025-11-29 16:00:00,0.96586117,12.26329858,0.447009397,86.77084025,5.032046094,14.579,6.95,1.02,0.45,87.48,11.5,6.08,70.86,11.25,16.54,1.35,12.4259241,5.2,79.08777778,67.24,31.53,0.041,5.81,2.22,9.48,2.2,0.033,0.15,54.0,11.68,0.069,2.010327022,0.15,97.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901,59.53249226,3.688110642,3.257065342,0.064287437,0.034001206,0.079567036,0.420646847,4.392434253,5.546558907,0.092850253,0.064287437,0.022143116,48.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.381126609,4.345384615,0.013292308,94.82247692,0.126461538,0.109523077,0.038292308,0.486769231,0.0578,1.02200044,18.34369231,36.21138462,0.422461538,0.403538462,7.138307692,0.214153846,0.16,0.317692308,35.43969231,1.188923077,1.223472485,1467.230769,83.0,24.27272727,11.0,75.0,25.2,10.0,178.5261111,153.7727778,168.0686111,190.59,172.739375,47.09111499902059,56.1272972922325,67.39767786482366,92.40604464630616,82.7283333552877,55.18267873958874,78.66161029359984,85.97964368922482,55.26931780475813,39.22055366025699,136.3538253,521.3333333,43.05004547,310.0,91.13,2.778067072,1.348252972,1.3808624929335678,1164.225278,4000.91745,0.0,2263.126642,1175.855228,192.9401583,100513.8093,3.278528058,17.470316888888902,1.250794829,24.668837333333315,2.841748647,95.56688185225
2025-11-29 17:00:00,0.966081044,12.27180038,0.447522437,86.76211857,5.065760131,14.708,6.95,1.02,0.45,87.48,11.5,6.039,70.86,11.25,16.54,1.35,11.86441645,5.2,79.08777778,67.24,31.53,0.041,5.81,2.22,9.48,2.2,0.033,0.15,54.0,11.68,0.069,2.010327022,0.15,96.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594,59.50426739,3.70033761,3.259122215,0.064241729,0.03396921,0.079683592,0.422436327,4.403655638,5.562054018,0.093033086,0.064241729,0.022136259,51.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.210448995,4.391538462,0.012369231,94.94570769,0.121846154,0.106292308,0.037369231,0.339076923,0.0458,1.038305545,18.42676923,36.31753846,0.477846154,0.408153846,7.175230769,0.232615385,0.16,0.340769231,34.98276923,1.239692308,1.243446983,1464.923077,83.0,24.27272727,11.0,75.0,25.2,10.0,177.66,153.935,175.0327778,204.8483333,177.8690278,48.9000226276913,55.69035659582903,72.37583983713748,92.85859432227186,76.886678683181,66.52938985029938,72.56441369246508,79.21907259972902,56.99995371423363,45.997396755221274,148.9729978,517.9027778,41.64590078,310.0,79.64138889,2.801818028,1.356889589,1.4025965968949616,1146.886389,3997.264964,0.0,2276.447581,1221.279106,198.9898244,105616.0469,3.118241992,17.470316888888902,1.253832218,24.668837333333315,2.796834803,97.2389222085
2025-11-29 18:00:00,0.966477377,12.28712524,0.448447213,86.74639739,5.126531111,16.377,6.95,1.02,0.45,87.48,11.5,6.921,70.86,11.25,16.54,1.35,13.75658476,5.2,79.08777778,67.24,31.53,0.041,5.81,2.22,9.48,2.2,0.033,0.15,54.0,11.68,0.069,2.010327022,0.15,110.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.34035126,3.771345812,3.27106752,0.063976277,0.033783394,0.080360493,0.432828742,4.468823913,5.652041982,0.094094891,0.063976277,0.022096442,56.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.37345901,4.374,0.01344,94.88556,0.12,0.11004,0.03772,0.4096,0.04964,1.071900846,18.211,37.074,0.449,0.374,7.178,0.216,0.148,0.347,34.599,1.182,1.279375217,1464.72,83.0,24.27272727,11.0,75.0,25.2,10.0,193.4472222,151.5388889,168.7183333,199.5275,178.3079861,45.05676164576738,57.38278223639477,69.86283164624862,94.44711510700364,83.64666442148695,54.84125821964574,79.94017536754143,87.51545114296223,54.80821431692735,41.44071316456414,145.8147071,533.125,41.50251689,310.0,94.34291667,2.832686292,1.350398447,1.4602317973397059,1163.8425,3999.483361,0.0,2234.654728,1197.018467,201.09805,106317.4906,3.096429464,17.470316888888902,1.29891645,24.668837333333315,3.037921156,96.82044869075
